fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality_binned,sulfur_balance
7.5,0.63,2.0,0.083,17.0,91.0,3.26,0.58,9.8,6,Medium,0.18681318681318682
5.4,0.74,1.2,0.041,16.0,46.0,4.01,0.59,12.5,6,Medium,0.34782608695652173
9.9,0.44,2.2,0.091,10.0,41.0,3.18,0.69,11.9,6,Medium,0.24390243902439024
9.1,0.76,1.7,0.414,18.0,64.0,2.9,1.33,9.1,6,Medium,0.28125
9.7,0.66,2.6,0.094,12.0,88.0,3.26,0.66,10.1,5,Medium,0.13636363636363635
5.0,0.74,1.2,0.041,16.0,46.0,4.01,0.59,12.5,6,Medium,0.34782608695652173
9.1,0.34,1.8,0.058,9.0,18.0,3.18,0.55,11.4,5,Medium,0.5
9.1,0.36,1.8,0.06,21.0,55.0,3.18,0.82,11.0,7,High,0.38181818181818183
6.7,0.46,1.7,0.077,18.0,34.0,3.39,0.6,10.6,6,Medium,0.5294117647058824
6.5,0.52,1.8,0.073,13.0,38.0,3.34,0.52,9.3,5,Medium,0.34210526315789475
7.4,0.6,2.1,0.083,17.0,91.0,3.29,0.56,9.8,6,Medium,0.18681318681318682
7.8,0.87,3.8,0.107,31.0,67.0,3.26,0.46,9.2,5,Medium,0.4626865671641791
8.4,0.39,1.7,0.075,6.0,25.0,3.09,0.43,9.7,6,Medium,0.24
9.1,0.775,2.2,0.079,12.0,48.0,3.18,0.51,9.6,5,Medium,0.25
7.2,0.835,2.0,0.166,4.0,11.0,3.39,0.52,10.0,5,Medium,0.36363636363636365
6.6,0.58,2.4,0.069,19.0,40.0,3.38,0.66,12.6,6,Medium,0.475
6.0,0.5,1.4,0.057,15.0,26.0,3.36,0.45,9.5,5,Medium,0.5769230769230769
7.5,0.51,1.7,0.084,13.0,31.0,3.36,0.54,10.5,6,Medium,0.41935483870967744
7.6,0.54,1.7,0.085,17.0,31.0,3.37,0.51,10.4,6,Medium,0.5483870967741935
11.5,0.42,2.6,0.077,8.0,20.0,3.09,0.53,11.0,5,Medium,0.4
8.2,0.44,2.3,0.063,10.0,28.0,3.25,0.53,10.2,6,Medium,0.35714285714285715
6.1,0.59,2.1,0.056,5.0,13.0,3.52,0.56,11.4,5,Medium,0.38461538461538464
7.2,0.655,1.8,0.078,7.0,12.0,3.34,0.39,9.5,5,Medium,0.5833333333333334
6.9,0.57,2.8,0.081,21.0,41.0,3.41,0.52,10.8,5,Medium,0.5121951219512195
9.0,0.6,2.0,0.069,32.0,73.0,3.34,0.57,10.0,5,Medium,0.4383561643835616
7.2,0.62,2.3,0.065,8.0,46.0,3.32,0.51,11.8,6,Medium,0.17391304347826086
7.6,0.645,1.9,0.086,14.0,57.0,3.37,0.46,10.3,5,Medium,0.24561403508771928
7.2,0.58,2.3,0.077,7.0,28.0,3.35,0.52,10.0,5,Medium,0.25
6.1,0.32,1.8,0.086,5.0,32.0,3.36,0.44,10.1,5,Medium,0.15625
6.1,0.34,1.8,0.084,4.0,28.0,3.36,0.44,10.1,5,Medium,0.14285714285714285
7.3,0.43,2.5,0.078,27.0,67.0,3.6,0.59,11.1,6,Medium,0.40298507462686567
7.4,0.64,5.4,0.168,52.0,98.0,3.28,0.5,9.5,5,Medium,0.5306122448979592
11.6,0.475,1.4,0.091,6.0,28.0,3.07,0.65,10.0333333333333,6,Medium,0.21428571428571427
9.2,0.54,2.3,0.112,11.0,38.0,3.24,0.56,10.9,5,Medium,0.2894736842105263
8.3,0.85,2.5,0.093,13.0,54.0,3.36,0.54,10.1,5,Medium,0.24074074074074073
8.0,0.83,2.0,0.08,11.0,63.0,3.29,0.48,9.8,4,Low,0.1746031746031746
7.2,0.605,1.9,0.096,10.0,31.0,3.46,0.53,11.8,6,Medium,0.3225806451612903
7.8,0.5,2.2,0.115,10.0,42.0,3.18,0.62,9.5,5,Medium,0.23809523809523808
7.3,0.74,1.7,0.094,10.0,45.0,3.24,0.5,9.8,5,Medium,0.2222222222222222
6.9,0.54,2.2,0.088,9.0,105.0,3.25,1.18,10.5,6,Medium,0.08571428571428572
8.0,0.77,2.1,0.079,16.0,74.0,3.27,0.5,9.8,6,Medium,0.21621621621621623
6.6,0.61,1.6,0.069,4.0,8.0,3.33,0.37,10.4,4,Low,0.5
8.7,0.78,1.7,0.415,12.0,66.0,3.0,1.17,9.2,5,Medium,0.18181818181818182
7.5,0.58,3.1,0.153,5.0,14.0,3.21,1.03,11.6,6,Medium,0.35714285714285715
7.7,0.75,3.8,0.11,34.0,89.0,3.24,0.45,9.3,5,Medium,0.38202247191011235
6.8,0.815,1.2,0.267,16.0,29.0,3.32,0.51,9.8,3,Low,0.5517241379310345
7.2,0.56,2.0,0.083,13.0,100.0,3.26,0.52,9.9,5,Medium,0.13
8.2,0.885,1.4,0.086,7.0,31.0,3.11,0.46,10.0,5,Medium,0.22580645161290322
5.2,0.49,2.3,0.09,23.0,74.0,3.71,0.62,12.2,6,Medium,0.3108108108108108
7.2,0.45,2.0,0.078,10.0,28.0,3.29,0.51,9.9,6,Medium,0.35714285714285715
7.5,0.57,2.6,0.077,11.0,35.0,3.36,0.62,10.8,6,Medium,0.3142857142857143
6.8,0.83,1.8,0.074,4.0,25.0,3.38,0.45,9.6,5,Medium,0.16
8.0,0.6,2.1,0.08,25.0,105.0,3.3,0.49,9.9,5,Medium,0.23809523809523808
7.1,0.755,1.8,0.107,20.0,84.0,3.19,0.5,9.5,5,Medium,0.23809523809523808
8.0,0.81,3.4,0.076,34.0,85.0,3.19,0.42,9.2,5,Medium,0.4
7.4,0.64,1.8,0.1,8.0,23.0,3.3,0.58,9.6,5,Medium,0.34782608695652173
6.6,0.64,6.1,0.083,7.0,49.0,3.35,0.68,10.3,5,Medium,0.14285714285714285
6.7,0.48,2.2,0.08,36.0,111.0,3.1,0.53,9.7,5,Medium,0.32432432432432434
6.0,0.49,2.3,0.068,15.0,33.0,3.58,0.59,12.5,6,Medium,0.45454545454545453
8.0,0.64,2.4,0.094,5.0,33.0,3.37,0.58,11.0,5,Medium,0.15151515151515152
7.1,0.62,1.3,0.07,5.0,12.0,3.17,0.48,9.8,5,Medium,0.4166666666666667
8.0,0.52,2.0,0.078,19.0,59.0,3.3,0.48,10.2,5,Medium,0.3220338983050847
6.4,0.57,3.9,0.07,27.0,73.0,3.32,0.48,9.2,5,Medium,0.3698630136986301
8.6,0.685,1.6,0.092,3.0,12.0,3.31,0.65,9.55,6,Medium,0.25
8.7,0.675,1.6,0.09,4.0,11.0,3.31,0.65,9.55,5,Medium,0.36363636363636365
7.3,0.59,2.0,0.08,17.0,104.0,3.28,0.52,9.9,5,Medium,0.16346153846153846
7.0,0.6,2.2,0.083,13.0,28.0,3.52,0.62,10.2,7,High,0.4642857142857143
7.2,0.67,2.2,0.068,10.0,24.0,3.42,0.72,11.1,6,Medium,0.4166666666666667
7.9,0.69,2.1,0.08,33.0,141.0,3.25,0.51,9.9,5,Medium,0.23404255319148937
7.6,0.3,2.0,0.052,6.0,24.0,3.44,0.82,11.9,6,Medium,0.25
7.2,0.33,1.7,0.061,3.0,13.0,3.23,1.1,10.0,8,,0.23076923076923078
8.0,0.5,2.6,0.082,12.0,46.0,3.43,0.62,10.7,6,Medium,0.2608695652173913
7.7,0.28,2.0,0.062,18.0,34.0,3.28,0.9,11.3,7,High,0.5294117647058824
8.2,0.24,5.1,0.062,8.0,22.0,3.22,0.94,10.9,6,Medium,0.36363636363636365
6.0,0.51,2.1,0.064,40.0,54.0,3.54,0.93,10.7,6,Medium,0.7407407407407407
8.1,0.29,2.2,0.048,35.0,53.0,3.27,1.01,12.4,7,High,0.660377358490566
6.6,0.96,1.8,0.082,5.0,16.0,3.5,0.44,11.9,6,Medium,0.3125
6.4,0.47,2.4,0.071,8.0,19.0,3.56,0.73,10.6,6,Medium,0.42105263157894735
9.9,0.57,2.0,0.104,12.0,89.0,3.04,0.9,10.1,5,Medium,0.1348314606741573
10.0,0.32,2.2,0.077,3.0,15.0,3.2,0.78,9.6,5,Medium,0.2
6.2,0.58,1.6,0.065,8.0,18.0,3.56,0.84,9.4,5,Medium,0.4444444444444444
7.3,0.34,2.5,0.064,21.0,37.0,3.35,0.77,12.1,7,High,0.5675675675675675
7.8,0.53,1.6,0.077,3.0,19.0,3.16,0.46,9.8,5,Medium,0.15789473684210525
7.7,0.64,2.2,0.077,32.0,133.0,3.27,0.45,9.9,5,Medium,0.24060150375939848
7.5,0.4,1.6,0.079,24.0,58.0,3.34,0.58,9.4,5,Medium,0.41379310344827586
7.0,0.54,2.1,0.079,39.0,55.0,3.39,0.84,11.4,6,Medium,0.7090909090909091
6.4,0.53,3.9,0.123,14.0,31.0,3.5,0.67,11.0,4,Low,0.45161290322580644
8.3,0.26,1.4,0.076,8.0,23.0,3.26,0.7,9.6,6,Medium,0.34782608695652173
7.7,0.23,1.8,0.046,23.0,60.0,3.41,0.71,12.1,6,Medium,0.38333333333333336
7.6,0.41,2.5,0.078,6.0,23.0,3.3,0.58,11.2,5,Medium,0.2608695652173913
7.8,0.64,1.9,0.072,27.0,55.0,3.31,0.63,11.0,5,Medium,0.4909090909090909
7.9,0.18,2.2,0.049,38.0,67.0,3.33,0.93,11.3,5,Medium,0.5671641791044776
7.4,0.41,1.8,0.066,18.0,47.0,3.37,0.62,10.4,5,Medium,0.3829787234042553
7.6,0.43,2.1,0.069,13.0,74.0,3.26,0.54,9.9,6,Medium,0.17567567567567569
5.9,0.44,1.6,0.042,3.0,11.0,3.48,0.85,11.7,6,Medium,0.2727272727272727
6.1,0.4,1.8,0.069,11.0,25.0,3.42,0.74,10.1,7,High,0.44
10.2,0.54,15.4,0.214,55.0,95.0,3.18,0.77,9.0,6,Medium,0.5789473684210527
10.0,0.38,1.6,0.169,27.0,90.0,3.15,0.65,8.5,5,Medium,0.3
6.8,0.915,4.8,0.07,15.0,39.0,3.53,0.54,11.1,5,Medium,0.38461538461538464
7.0,0.59,1.7,0.052,3.0,8.0,3.41,0.47,10.3,5,Medium,0.375
7.3,0.67,2.2,0.072,31.0,92.0,3.32,0.68,11.0666666666667,6,Medium,0.33695652173913043
7.2,0.37,2.0,0.062,15.0,28.0,3.23,0.73,11.3,7,High,0.5357142857142857
7.4,0.785,5.2,0.094,19.0,98.0,3.16,0.52,9.56666666666667,6,Medium,0.19387755102040816
6.9,0.63,1.9,0.078,18.0,30.0,3.4,0.75,9.8,5,Medium,0.6
6.9,0.58,1.75,0.058,8.0,22.0,3.38,0.49,11.7,5,Medium,0.36363636363636365
7.3,0.67,2.2,0.072,31.0,92.0,3.32,0.68,11.1,6,Medium,0.33695652173913043
7.4,0.785,5.2,0.094,19.0,98.0,3.16,0.52,9.6,6,Medium,0.19387755102040816
6.8,0.67,1.9,0.08,22.0,39.0,3.4,0.74,9.7,5,Medium,0.5641025641025641
6.9,0.58,1.9,0.08,40.0,54.0,3.4,0.73,9.7,5,Medium,0.7407407407407407
7.2,0.38,2.0,0.056,15.0,29.0,3.23,0.76,11.3,8,,0.5172413793103449
7.8,0.32,2.7,0.104,8.0,17.0,3.33,0.78,11.0,7,High,0.47058823529411764
6.6,0.58,2.0,0.062,37.0,53.0,3.35,0.76,11.6,7,High,0.6981132075471698
7.6,0.49,1.9,0.074,27.0,85.0,3.41,0.58,9.0,5,Medium,0.3176470588235294
11.7,0.45,2.2,0.073,7.0,23.0,3.21,0.69,10.9,6,Medium,0.30434782608695654
6.5,0.9,1.6,0.052,9.0,17.0,3.5,0.63,10.9,6,Medium,0.5294117647058824
6.0,0.54,1.8,0.05,38.0,89.0,3.3,0.5,10.55,6,Medium,0.42696629213483145
8.4,0.29,1.7,0.067,8.0,20.0,3.39,0.6,10.5,5,Medium,0.4
7.9,0.2,1.7,0.054,7.0,15.0,3.32,0.8,11.9,7,High,0.4666666666666667
6.4,0.42,2.3,0.054,34.0,64.0,3.41,0.68,10.4,6,Medium,0.53125
6.2,0.785,2.1,0.06,6.0,13.0,3.59,0.61,10.0,4,Low,0.46153846153846156
6.8,0.64,2.3,0.075,14.0,31.0,3.36,0.58,10.4,6,Medium,0.45161290322580644
6.9,0.63,2.4,0.076,14.0,39.0,3.34,0.53,10.8,6,Medium,0.358974358974359
6.8,0.59,1.7,0.063,34.0,53.0,3.41,0.67,9.7,5,Medium,0.6415094339622641
7.3,0.48,2.1,0.062,31.0,54.0,3.3,0.65,10.0,7,High,0.5740740740740741
6.7,1.04,2.3,0.067,19.0,32.0,3.52,0.57,11.0,4,Low,0.59375
7.3,0.98,2.1,0.061,20.0,49.0,3.31,0.55,9.7,3,Low,0.40816326530612246
10.0,0.69,1.4,0.084,8.0,24.0,2.88,0.47,9.7,5,Medium,0.3333333333333333
6.7,0.7,3.75,0.067,8.0,16.0,3.43,0.52,12.6,5,Medium,0.5
7.6,0.35,2.6,0.073,23.0,44.0,3.38,0.79,11.1,6,Medium,0.5227272727272727
6.1,0.6,1.8,0.071,14.0,45.0,3.38,0.54,11.0,5,Medium,0.3111111111111111
9.9,0.5,13.8,0.205,48.0,82.0,3.16,0.75,8.8,5,Medium,0.5853658536585366
5.3,0.47,2.2,0.048,16.0,89.0,3.54,0.88,13.5666666666667,7,High,0.1797752808988764
5.3,0.47,2.2,0.048,16.0,89.0,3.54,0.88,13.6,7,High,0.1797752808988764
7.1,0.875,5.7,0.082,3.0,14.0,3.4,0.52,10.2,3,Low,0.21428571428571427
8.2,0.28,3.0,0.104,10.0,22.0,3.39,0.68,10.6,5,Medium,0.45454545454545453
5.6,0.62,1.5,0.08,6.0,13.0,3.66,0.62,10.1,4,Low,0.46153846153846156
7.2,0.58,2.1,0.114,3.0,9.0,3.33,0.57,10.3,4,Low,0.3333333333333333
8.1,0.33,1.5,0.042,6.0,12.0,3.35,0.61,10.7,5,Medium,0.5
6.8,0.91,2.0,0.06,4.0,11.0,3.53,0.64,10.9,4,Low,0.36363636363636365
7.0,0.655,2.1,0.074,8.0,25.0,3.37,0.55,9.7,5,Medium,0.32
6.8,0.68,2.1,0.07,9.0,23.0,3.38,0.6,10.3,5,Medium,0.391304347826087
6.0,0.64,1.9,0.066,9.0,17.0,3.52,0.78,10.6,5,Medium,0.5294117647058824
5.6,0.54,1.7,0.049,5.0,13.0,3.72,0.58,11.4,5,Medium,0.38461538461538464
6.2,0.57,2.1,0.048,4.0,11.0,3.44,0.76,10.8,6,Medium,0.36363636363636365
7.1,0.22,1.8,0.039,8.0,18.0,3.39,0.56,12.4,6,Medium,0.4444444444444444
6.2,0.65,1.6,0.05,6.0,18.0,3.57,0.54,11.95,5,Medium,0.3333333333333333
7.7,0.54,1.9,0.089,23.0,147.0,3.26,0.59,9.7,5,Medium,0.1564625850340136
6.4,0.31,1.4,0.066,15.0,28.0,3.42,0.7,10.0,7,High,0.5357142857142857
7.0,0.43,1.9,0.08,15.0,28.0,3.35,0.81,10.6,6,Medium,0.5357142857142857
6.9,0.74,2.3,0.054,7.0,16.0,3.45,0.63,11.5,6,Medium,0.4375
6.6,0.895,2.3,0.068,7.0,13.0,3.53,0.58,10.8,6,Medium,0.5384615384615384
7.5,0.725,1.5,0.076,8.0,15.0,3.26,0.53,9.6,5,Medium,0.5333333333333333
7.8,0.82,4.3,0.083,21.0,64.0,3.16,0.53,9.4,5,Medium,0.328125
7.3,0.585,2.4,0.078,15.0,60.0,3.31,0.54,9.8,5,Medium,0.25
6.2,0.44,2.5,0.077,6.0,14.0,3.51,0.69,11.0,6,Medium,0.42857142857142855
7.5,0.38,2.3,0.106,5.0,12.0,3.36,0.55,11.4,6,Medium,0.4166666666666667
6.7,0.76,1.8,0.078,6.0,12.0,3.55,0.63,9.95,3,Low,0.5
6.8,0.81,2.0,0.07,6.0,14.0,3.51,0.66,10.8,6,Medium,0.42857142857142855
7.1,0.27,2.1,0.074,17.0,25.0,3.38,0.72,10.6,6,Medium,0.68
7.9,0.18,1.8,0.062,7.0,20.0,3.28,0.7,11.1,5,Medium,0.35
6.4,0.36,2.2,0.047,26.0,48.0,3.47,0.77,9.7,6,Medium,0.5416666666666666
7.1,0.69,2.1,0.068,19.0,27.0,3.44,0.67,9.8,5,Medium,0.7037037037037037
6.4,0.79,2.2,0.061,11.0,17.0,3.53,0.65,10.4,6,Medium,0.6470588235294118
6.4,0.56,1.8,0.078,17.0,65.0,3.33,0.6,10.5,6,Medium,0.26153846153846155
6.9,0.84,4.1,0.074,16.0,65.0,3.53,0.72,9.23333333333333,6,Medium,0.24615384615384617
6.9,0.84,4.1,0.074,16.0,65.0,3.53,0.72,9.25,6,Medium,0.24615384615384617
6.1,0.32,2.3,0.071,23.0,58.0,3.42,0.97,10.6,5,Medium,0.39655172413793105
6.5,0.53,2.0,0.063,29.0,44.0,3.38,0.83,10.3,6,Medium,0.6590909090909091
7.4,0.47,2.2,0.114,7.0,20.0,3.32,0.63,10.5,5,Medium,0.35
6.6,0.7,2.6,0.106,14.0,27.0,3.44,0.58,10.2,5,Medium,0.5185185185185185
6.9,0.48,1.9,0.082,9.0,23.0,3.39,0.43,9.05,4,Low,0.391304347826087
6.8,0.48,2.0,0.076,29.0,61.0,3.34,0.6,10.4,5,Medium,0.47540983606557374
6.0,0.42,2.0,0.075,22.0,47.0,3.39,0.78,10.0,6,Medium,0.46808510638297873
6.7,0.48,2.1,0.064,18.0,34.0,3.33,0.64,9.7,5,Medium,0.5294117647058824
6.8,0.47,2.2,0.064,18.0,38.0,3.3,0.65,9.6,6,Medium,0.47368421052631576
7.1,0.53,1.7,0.071,15.0,24.0,3.29,0.66,10.8,6,Medium,0.625
7.9,0.29,2.2,0.096,21.0,59.0,3.31,0.67,10.1,6,Medium,0.3559322033898305
7.1,0.69,2.1,0.063,42.0,52.0,3.42,0.6,10.2,6,Medium,0.8076923076923077
6.6,0.44,2.2,0.063,9.0,18.0,3.42,0.69,11.3,6,Medium,0.5
6.1,0.705,2.8,0.081,13.0,28.0,3.6,0.66,10.2,5,Medium,0.4642857142857143
7.2,0.53,2.0,0.058,18.0,22.0,3.21,0.68,9.9,6,Medium,0.8181818181818182
8.0,0.39,1.9,0.074,32.0,84.0,3.39,0.61,9.0,5,Medium,0.38095238095238093
6.6,0.56,2.4,0.064,13.0,29.0,3.42,0.62,11.7,7,High,0.4482758620689655
7.0,0.55,2.2,0.075,15.0,35.0,3.36,0.59,9.7,6,Medium,0.42857142857142855
6.1,0.53,1.9,0.077,24.0,45.0,3.6,0.68,10.3,6,Medium,0.5333333333333333
5.4,0.58,1.9,0.059,20.0,31.0,3.5,0.64,10.2,6,Medium,0.6451612903225806
6.2,0.64,2.5,0.081,15.0,26.0,3.57,0.63,12.0,5,Medium,0.5769230769230769
7.2,0.39,1.8,0.065,34.0,60.0,3.46,0.78,9.9,5,Medium,0.5666666666666667
6.2,0.52,4.4,0.071,11.0,32.0,3.56,0.63,11.6,6,Medium,0.34375
7.4,0.25,2.2,0.054,19.0,49.0,3.4,0.76,10.9,7,High,0.3877551020408163
6.7,0.855,1.9,0.064,29.0,38.0,3.3,0.56,10.75,6,Medium,0.7631578947368421
11.1,0.44,2.2,0.064,14.0,19.0,3.25,0.57,10.4,6,Medium,0.7368421052631579
8.4,0.37,2.3,0.063,12.0,19.0,3.17,0.81,11.2,7,High,0.631578947368421
6.5,0.63,1.8,0.059,16.0,28.0,3.36,0.64,10.1,6,Medium,0.5714285714285714
7.0,0.57,2.0,0.072,17.0,26.0,3.36,0.61,10.2,5,Medium,0.6538461538461539
6.3,0.6,1.6,0.048,12.0,26.0,3.55,0.51,12.1,5,Medium,0.46153846153846156
11.2,0.4,2.0,0.099,19.0,50.0,3.1,0.58,10.4,5,Medium,0.38
7.4,0.36,1.8,0.074,17.0,24.0,3.24,0.7,11.4,8,,0.7083333333333334
7.1,0.68,2.3,0.087,17.0,26.0,3.45,0.53,9.5,5,Medium,0.6538461538461539
7.1,0.67,2.3,0.083,18.0,27.0,3.44,0.54,9.4,5,Medium,0.6666666666666666
6.3,0.68,3.7,0.103,32.0,54.0,3.51,0.66,11.3,6,Medium,0.5925925925925926
7.3,0.735,2.2,0.08,18.0,28.0,3.41,0.6,9.4,5,Medium,0.6428571428571429
6.6,0.855,2.4,0.062,15.0,23.0,3.54,0.6,11.0,6,Medium,0.6521739130434783
7.0,0.56,1.7,0.065,15.0,24.0,3.44,0.68,10.55,7,High,0.625
6.6,0.88,2.2,0.066,12.0,20.0,3.53,0.56,9.9,5,Medium,0.6
6.9,0.63,6.7,0.235,66.0,115.0,3.22,0.56,9.5,5,Medium,0.5739130434782609
7.8,0.6,2.0,0.08,31.0,131.0,3.21,0.52,9.9,5,Medium,0.2366412213740458
7.2,0.695,2.0,0.076,12.0,20.0,3.29,0.54,10.1,5,Medium,0.6
6.7,0.67,1.9,0.061,26.0,42.0,3.39,0.82,10.9,6,Medium,0.6190476190476191
6.7,0.16,2.1,0.059,24.0,52.0,3.34,0.71,11.2,6,Medium,0.46153846153846156
7.0,0.56,1.6,0.077,25.0,42.0,3.34,0.59,9.2,5,Medium,0.5952380952380952
6.2,0.51,1.9,0.056,15.0,34.0,3.48,0.57,11.5,6,Medium,0.4411764705882353
6.4,0.36,2.2,0.23,19.0,35.0,3.37,0.93,12.4,6,Medium,0.5428571428571428
6.4,0.38,2.2,0.038,15.0,25.0,3.44,0.65,11.1,6,Medium,0.6
7.3,0.69,2.2,0.069,35.0,104.0,3.33,0.51,9.5,5,Medium,0.33653846153846156
6.0,0.58,2.4,0.075,15.0,50.0,3.58,0.67,12.5,6,Medium,0.3
5.6,0.31,13.9,0.074,23.0,92.0,3.39,0.48,10.5,6,Medium,0.25
7.5,0.52,2.2,0.06,12.0,20.0,3.26,0.64,11.8,6,Medium,0.6
8.0,0.3,1.6,0.081,16.0,29.0,3.3,0.78,10.8,6,Medium,0.5517241379310345
6.2,0.7,5.1,0.076,13.0,27.0,3.54,0.6,11.9,6,Medium,0.48148148148148145
6.8,0.67,1.8,0.118,13.0,20.0,3.42,0.67,11.3,6,Medium,0.65
6.2,0.56,1.7,0.053,24.0,32.0,3.54,0.6,11.3,5,Medium,0.75
7.4,0.35,2.4,0.068,9.0,26.0,3.36,0.6,11.9,6,Medium,0.34615384615384615
6.1,0.715,2.6,0.053,13.0,27.0,3.57,0.5,11.9,5,Medium,0.48148148148148145
6.2,0.46,2.1,0.074,32.0,98.0,3.33,0.62,9.8,5,Medium,0.32653061224489793
6.7,0.32,2.4,0.061,24.0,34.0,3.29,0.8,11.6,7,High,0.7058823529411765
7.2,0.39,2.6,0.066,22.0,48.0,3.3,0.84,11.5,6,Medium,0.4583333333333333
7.5,0.31,2.4,0.065,34.0,60.0,3.34,0.85,11.4,6,Medium,0.5666666666666667
5.8,0.61,1.8,0.066,18.0,28.0,3.55,0.66,10.9,6,Medium,0.6428571428571429
7.2,0.66,2.5,0.068,34.0,102.0,3.27,0.78,12.8,6,Medium,0.3333333333333333
6.6,0.725,7.8,0.073,29.0,79.0,3.29,0.54,9.2,5,Medium,0.3670886075949367
6.3,0.55,1.8,0.077,26.0,35.0,3.32,0.82,11.6,6,Medium,0.7428571428571429
5.4,0.74,1.7,0.089,16.0,26.0,3.67,0.56,11.6,6,Medium,0.6153846153846154
6.3,0.51,2.3,0.076,29.0,40.0,3.42,0.75,11.0,6,Medium,0.725
6.8,0.62,1.9,0.068,28.0,38.0,3.42,0.82,9.5,6,Medium,0.7368421052631579
6.2,0.6,2.0,0.09,32.0,44.0,3.45,0.58,10.5,5,Medium,0.7272727272727273
5.9,0.55,2.2,0.062,39.0,51.0,3.52,0.76,11.2,6,Medium,0.7647058823529411
5.9,0.645,2.0,0.075,32.0,44.0,3.57,0.71,10.2,5,Medium,0.7272727272727273
6.0,0.31,3.6,0.067,18.0,42.0,3.39,0.66,11.0,6,Medium,0.42857142857142855
